Status,City,State
delivered,porto alegre,RS
delivered,rio claro,SP
delivered,sao paulo,SP
delivered,sao francisco do sul,SC
delivered,porto alegre,RS
delivered,santos,SP
delivered,sao paulo,SP
delivered,amparo,SP
delivered,paranagua,PR
delivered,londrina,PR
delivered,macapa,AP
delivered,forquilhinha,SC
delivered,santana de parnaiba,SP
delivered,santo andre,SP
invoiced,nova serrana,MG
delivered,curitiba,PR
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
shipped,salvador,BA
delivered,rio de janeiro,RJ
delivered,parati,RJ
delivered,mage,RJ
delivered,sao jose dos campos,SP
delivered,campo bom,RS
delivered,sao paulo,SP
delivered,itapira,SP
delivered,peruibe,SP
delivered,campinas,SP
delivered,ibatiba,ES
delivered,sao goncalo,RJ
unavailable,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,presidente olegario,MG
delivered,vera cruz,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,sao pedro da aldeia,RJ
delivered,marilia,SP
delivered,porto velho,RO
delivered,campinas,SP
delivered,belo horizonte,MG
delivered,lagoa vermelha,RS
delivered,canoas,RS
unavailable,porto velho,RO
delivered,florianopolis,SC
delivered,belo horizonte,MG
delivered,campinas,SP
delivered,sao paulo,SP
delivered,campo formoso,BA
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,nova iguacu,RJ
delivered,catanduva,SP
delivered,sao paulo,SP
delivered,canoas,RS
delivered,osasco,SP
delivered,entre rios,BA
delivered,sao luis,MA
delivered,indaiatuba,SP
delivered,boa vista,RR
delivered,ribeirao bonito,SP
delivered,sao paulo,SP
delivered,aracaju,SE
delivered,valinhos,SP
delivered,bom repouso,MG
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,taboao da serra,SP
delivered,sao paulo,SP
delivered,itajai,SC
delivered,sao paulo,SP
delivered,joao pessoa,PB
delivered,escada,PE
delivered,araxa,MG
unavailable,santa luzia,MG
delivered,montes claros,MG
delivered,franco da rocha,SP
delivered,serra,ES
delivered,curitiba,PR
delivered,mage,RJ
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,osasco,SP
delivered,taubate,SP
delivered,quixere,CE
delivered,belo horizonte,MG
delivered,cataguases,MG
delivered,sao jose dos campos,SP
delivered,pelotas,RS
delivered,campinas,SP
delivered,osasco,SP
delivered,santo andre,SP
delivered,guarapuava,PR
delivered,sao paulo,SP
delivered,atibaia,SP
delivered,itapirapua paulista,SP
delivered,sao paulo,SP
delivered,santo andre,SP
delivered,pacaembu,SP
delivered,itupeva,SP
delivered,brasilia,DF
delivered,rio de janeiro,RJ
delivered,porto alegre,RS
delivered,antonio pereira,MG
delivered,barueri,SP
invoiced,sao paulo,SP
delivered,aparecida de goiania,GO
delivered,muriae,MG
delivered,guarapua,SP
processing,brasilia,DF
delivered,sao goncalo,RJ
delivered,planaltina,GO
delivered,varzea paulista,SP
delivered,sao paulo,SP
delivered,lages,SC
delivered,rio de janeiro,RJ
delivered,lavras,MG
delivered,belo horizonte,MG
delivered,salvador,BA
shipped,vitoria do mearim,MA
delivered,fazenda vilanova,RS
delivered,florianopolis,SC
delivered,santo andre,SP
delivered,vitoria,ES
delivered,osasco,SP
delivered,sumidouro,RJ
delivered,crateus,CE
delivered,vitoria,ES
delivered,rio de janeiro,RJ
delivered,guariba,SP
delivered,alto caparao,MG
delivered,diadema,SP
delivered,parauapebas,PA
delivered,cotia,SP
delivered,sao carlos,SP
delivered,rio de janeiro,RJ
delivered,taubate,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,osasco,SP
delivered,porto murtinho,MS
delivered,belo horizonte,MG
delivered,mogi das cruzes,SP
delivered,sao joao del rei,MG
delivered,sao paulo,SP
delivered,lagoa vermelha,RS
delivered,pompeia,SP
delivered,palmeira das missoes,RS
delivered,sao paulo,SP
delivered,sertanopolis,PR
delivered,guarulhos,SP
delivered,sao jose dos pinhais,PR
delivered,goianesia do para,PA
delivered,belo horizonte,MG
delivered,quatro barras,PR
delivered,belo horizonte,MG
delivered,belo horizonte,MG
delivered,piracicaba,SP
delivered,osasco,SP
delivered,jaru,RO
delivered,sao paulo,SP
delivered,volta redonda,RJ
delivered,bandeirantes do tocantins,TO
delivered,sao paulo,SP
delivered,vila velha,ES
delivered,piumhii,MG
delivered,mutuipe,BA
delivered,novo hamburgo,RS
delivered,rio de janeiro,RJ
delivered,porto alegre,RS
delivered,bage,RS
delivered,contagem,MG
delivered,rio de janeiro,RJ
delivered,sao jose dos pinhais,PR
delivered,tambau,SP
delivered,sao jose,SC
delivered,campo bom,RS
delivered,apiai,SP
delivered,tres cachoeiras,RS
delivered,macae,RJ
delivered,francisco morato,SP
delivered,canela,RS
delivered,nova lima,MG
delivered,sao jose dos campos,SP
delivered,belford roxo,RJ
delivered,belo horizonte,MG
delivered,americana,SP
delivered,alpinopolis,MG
delivered,rio de janeiro,RJ
delivered,americana,SP
delivered,santo antonio da patrulha,RS
delivered,sao paulo,SP
delivered,osasco,SP
delivered,sao paulo,SP
delivered,valinhos,SP
delivered,americana,SP
delivered,guarulhos,SP
delivered,curitiba,PR
delivered,londrina,PR
delivered,canoas,RS
delivered,sao paulo,SP
shipped,sao paulo,SP
delivered,sao paulo,SP
delivered,palmas,TO
delivered,embu,SP
delivered,mogi das cruzes,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,belo horizonte,MG
delivered,belford roxo,RJ
delivered,brasilia,DF
delivered,belo horizonte,MG
delivered,patos de minas,MG
delivered,pirassununga,SP
delivered,braganca paulista,SP
delivered,sao luis,MA
delivered,novo horizonte,SP
delivered,belo horizonte,MG
delivered,brotas,SP
delivered,aparecida de goiania,GO
delivered,rio de janeiro,RJ
delivered,campo mourao,PR
unavailable,guarulhos,SP
delivered,osasco,SP
delivered,vanini,RS
delivered,sao paulo,SP
delivered,criciuma,SC
delivered,pingo-d'agua,MG
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,nova iguacu,RJ
delivered,botucatu,SP
shipped,macae,RJ
delivered,sao paulo,SP
delivered,santo andre,SP
delivered,teresina,PI
delivered,campinas,SP
delivered,ribeirao preto,SP
delivered,vitoria,ES
delivered,sao paulo,SP
unavailable,sao jose dos pinhais,PR
delivered,marilia,SP
delivered,bertioga,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,itaguai,RJ
delivered,esplanada,BA
delivered,sao joao del rei,MG
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,fortaleza,CE
delivered,guarulhos,SP
delivered,salvador,BA
delivered,brasilia,DF
delivered,cruz alta,RS
delivered,sao lourenco da serra,SP
delivered,matao,SP
delivered,tupa,SP
delivered,ibirite,MG
delivered,catalao,GO
delivered,saquarema,RJ
delivered,palma sola,SC
delivered,juazeiro,BA
delivered,belo horizonte,MG
delivered,rio de janeiro,RJ
delivered,campinas,SP
delivered,rio do sul,SC
delivered,sao paulo,SP
delivered,vitoria,ES
delivered,sao paulo,SP
delivered,santos,SP
delivered,barueri,SP
delivered,belo horizonte,MG
delivered,curitiba,PR
delivered,casa nova,BA
processing,itupeva,SP
delivered,palhoca,SC
delivered,salvador,BA
delivered,raul soares,MG
delivered,santa rosa,RS
delivered,serra dourada,BA
delivered,santa luzia,MG
delivered,itauna,MG
delivered,brasilia,DF
delivered,campinas,SP
delivered,cariacica,ES
delivered,sao paulo,SP
delivered,recife,PE
delivered,sao bernardo do campo,SP
delivered,sao paulo,SP
delivered,goiania,GO
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,recife,PE
delivered,sao paulo,SP
delivered,praia grande,SP
delivered,cipo,BA
delivered,sao jose dos campos,SP
delivered,taboao da serra,SP
delivered,comodoro,MT
delivered,rio de janeiro,RJ
delivered,escada,PE
delivered,sao paulo,SP
delivered,sao carlos,SP
delivered,capitolio,MG
delivered,rio das ostras,RJ
delivered,sao paulo,SP
delivered,jundiai,SP
delivered,sorocaba,SP
delivered,taquaritinga do norte,PE
delivered,rio de janeiro,RJ
delivered,sorocaba,SP
delivered,belo horizonte,MG
delivered,miguel pereira,RJ
delivered,uberlandia,MG
delivered,teresopolis,RJ
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,avare,SP
delivered,curitiba,PR
delivered,santos,SP
delivered,extrema,MG
delivered,nucleo residencial pilar,BA
delivered,sao paulo,SP
delivered,feira de santana,BA
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,queimados,RJ
delivered,paulinia,SP
delivered,sao paulo,SP
delivered,santarem,PA
delivered,periquito,MG
delivered,sao jose,SC
invoiced,brasilia,DF
delivered,sao paulo,SP
delivered,unai,MG
delivered,marilandia,ES
delivered,niteroi,RJ
delivered,caxias do sul,RS
delivered,santos,SP
delivered,sao paulo,SP
delivered,osasco,SP
delivered,itaguai,RJ
delivered,sao paulo,SP
delivered,sao jose dos campos,SP
delivered,bataguassu,MS
delivered,pocos de caldas,MG
delivered,guiricema,MG
delivered,ponta grossa,PR
delivered,ibirama,SC
delivered,guarulhos,SP
delivered,salvador,BA
delivered,sao paulo,SP
delivered,belo horizonte,MG
delivered,rio de janeiro,RJ
delivered,rio grande,RS
delivered,santos,SP
delivered,pindobacu,BA
delivered,braganca paulista,SP
delivered,uberlandia,MG
delivered,campos dos goytacazes,RJ
delivered,caraguatatuba,SP
delivered,sao paulo,SP
delivered,saudades,SC
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,guarulhos,SP
shipped,varzea grande,MT
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,porto alegre,RS
canceled,rio de janeiro,RJ
delivered,divinopolis,MG
delivered,tabocas do brejo velho,BA
delivered,sao paulo,SP
delivered,tres coracoes,MG
delivered,itapeva,SP
delivered,belford roxo,RJ
delivered,lagoa da confusao,TO
delivered,novo hamburgo,RS
delivered,cachoeiro de itapemirim,ES
delivered,sao luis,MA
delivered,rio de janeiro,RJ
delivered,sao joao evangelista,MG
delivered,rio de janeiro,RJ
delivered,graccho cardoso,SE
unavailable,mario campos,MG
delivered,sao jose do rio pardo,SP
delivered,sao paulo,SP
delivered,jaboatao dos guararapes,PE
delivered,irece,BA
delivered,criciuma,SC
delivered,cuiaba,MT
delivered,barueri,SP
canceled,sao paulo,SP
delivered,sao paulo,SP
delivered,tubarao,SC
delivered,aracaju,SE
delivered,vicosa,MG
delivered,guaratingueta,SP
shipped,rio de janeiro,RJ
delivered,cotegipe,BA
delivered,recife,PE
delivered,rio de janeiro,RJ
delivered,apucarana,PR
delivered,sao paulo,SP
delivered,sorriso,MT
delivered,sao paulo,SP
processing,sao bernardo do campo,SP
delivered,sao paulo,SP
delivered,araruama,RJ
delivered,serra bonita,MG
delivered,sao paulo,SP
delivered,camacari,BA
delivered,boa esperanca do iguacu,PR
delivered,catalao,GO
delivered,camacari,BA
delivered,campinas,SP
delivered,balneario pinhal,RS
delivered,mage,RJ
delivered,sao mateus,ES
delivered,guarulhos,SP
delivered,tangara da serra,MT
delivered,campinas,SP
delivered,frutal,MG
delivered,suzano,SP
delivered,sao paulo,SP
delivered,guarulhos,SP
delivered,salvador,BA
delivered,teutonia,RS
delivered,nova friburgo,RJ
delivered,curitiba,PR
delivered,cicero dantas,BA
delivered,rio de janeiro,RJ
delivered,taubate,SP
delivered,lago verde,MA
delivered,santos,SP
delivered,sao geraldo,MG
delivered,arcoverde,PE
delivered,belo horizonte,MG
delivered,sao luis,MA
delivered,niteroi,RJ
delivered,sao paulo,SP
delivered,cotia,SP
delivered,erechim,RS
delivered,uberlandia,MG
delivered,vacaria,RS
delivered,maua,SP
delivered,tabapua,SP
delivered,brasilia,DF
delivered,santana de parnaiba,SP
delivered,goiania,GO
delivered,porto alegre,RS
delivered,senhor do bonfim,BA
delivered,curitiba,PR
delivered,salvador,BA
delivered,sao bernardo do campo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,criciuma,SC
delivered,caxias,MA
delivered,rio de janeiro,RJ
delivered,sete lagoas,MG
delivered,monte santo de minas,MG
delivered,nova era,MG
invoiced,novo horizonte,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,caratinga,MG
delivered,santo andre,SP
delivered,gaviao peixoto,SP
delivered,sao bernardo do campo,SP
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,niteroi,RJ
delivered,vila velha,ES
delivered,londrina,PR
delivered,belo horizonte,MG
delivered,barueri,SP
delivered,itarare,SP
delivered,rio de janeiro,RJ
delivered,pelotas,RS
delivered,vitoria,ES
delivered,joao pessoa,PB
delivered,campinas,SP
delivered,belo horizonte,MG
delivered,itaquaquecetuba,SP
delivered,santos,SP
delivered,belo horizonte,MG
delivered,bady bassitt,SP
delivered,contagem,MG
delivered,sao paulo,SP
delivered,fervedouro,MG
delivered,capao da canoa,RS
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,campo grande,MS
delivered,santo antonio de padua,RJ
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,balneario gaivota,SC
delivered,paulinia,SP
delivered,santo andre,SP
delivered,porto alegre,RS
delivered,contagem,MG
delivered,santana de parnaiba,SP
delivered,sao paulo,SP
delivered,serra,ES
delivered,salvador,BA
delivered,rio de janeiro,RJ
delivered,brasilia,DF
delivered,marataizes,ES
delivered,fortaleza,CE
delivered,rio de janeiro,RJ
unavailable,belo horizonte,MG
delivered,sao pedro da aldeia,RJ
delivered,florianopolis,SC
delivered,caxias do sul,RS
delivered,itupeva,SP
delivered,sao paulo,SP
delivered,santa rita do sapucai,MG
delivered,cotia,SP
delivered,vitoria,ES
delivered,santa maria,RS
delivered,rio de janeiro,RJ
delivered,vitoria,ES
delivered,muriae,MG
delivered,sao paulo,SP
delivered,sao paulo,SP
unavailable,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,flores da cunha,RS
delivered,brasilia,DF
delivered,taboao da serra,SP
canceled,vila velha,ES
delivered,sao paulo,SP
delivered,pium,TO
delivered,rio de janeiro,RJ
shipped,aparecida de goiania,GO
delivered,santo anastacio,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,limeira,SP
delivered,socorro,SP
delivered,sao bernardo do campo,SP
delivered,cuiaba,MT
delivered,cajamar,SP
delivered,sao paulo,SP
delivered,sao goncalo do sapucai,MG
delivered,patos de minas,MG
delivered,sao paulo,SP
delivered,porto velho,RO
delivered,cacapava,SP
shipped,sao paulo,SP
delivered,sao jose do rio pardo,SP
delivered,campinas,SP
delivered,maringa,PR
delivered,cambui,MG
delivered,campo bom,RS
delivered,sao paulo,SP
delivered,manhuacu,MG
delivered,navegantes,SC
delivered,nova veneza,GO
delivered,sao jose do rio preto,SP
delivered,tabatinga,SP
delivered,buritis,MG
delivered,niteroi,RJ
delivered,sao paulo,SP
delivered,curitiba,PR
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,votorantim,SP
delivered,farroupilha,RS
delivered,cianorte,PR
delivered,teresina,PI
delivered,felicio dos santos,MG
processing,belo horizonte,MG
delivered,rio de janeiro,RJ
delivered,itajobi,SP
delivered,sao paulo,SP
delivered,ipatinga,MG
delivered,curitiba,PR
delivered,sao vicente,SP
delivered,juiz de fora,MG
delivered,guaruja,SP
delivered,natal,RN
delivered,vespasiano,MG
delivered,teresopolis,RJ
delivered,niteroi,RJ
shipped,colatina,ES
delivered,canoas,RS
delivered,sumare,SP
delivered,florianopolis,SC
delivered,juazeiro,BA
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,itabira,MG
delivered,sumare,SP
delivered,brasilia,DF
delivered,irati,PR
delivered,recife,PE
delivered,joao pessoa,PB
delivered,sao paulo,SP
delivered,castanhal,PA
delivered,sao paulo,SP
delivered,brumadinho,MG
delivered,sao paulo,SP
delivered,primavera do leste,MT
delivered,pinhotiba,MG
delivered,cordeiropolis,SP
delivered,sao luis,MA
delivered,belford roxo,RJ
delivered,sao paulo,SP
delivered,montes claros,MG
delivered,sao jose do rio preto,SP
delivered,marmeleiro,PR
delivered,ipatinga,MG
delivered,chapeco,SC
delivered,sao paulo,SP
delivered,nova friburgo,RJ
delivered,marica,RJ
delivered,tiete,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,barueri,SP
delivered,vitoria,ES
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,santo andre,SP
delivered,brasilia,DF
delivered,sao luis,MA
delivered,osasco,SP
delivered,campinas,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,guaxupe,MG
delivered,uberaba,MG
delivered,atibaia,SP
delivered,tangua,RJ
delivered,dois vizinhos,PR
delivered,natal,RN
delivered,araraquara,SP
delivered,petropolis,RJ
delivered,recife,PE
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,teresina,PI
delivered,joao pessoa,PB
delivered,itajai,SC
delivered,paraibuna,SP
delivered,sao paulo,SP
delivered,sobral,CE
delivered,salvador,BA
delivered,jaboatao dos guararapes,PE
delivered,porto velho,RO
delivered,volta redonda,RJ
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,praia grande,SP
delivered,rio de janeiro,RJ
delivered,brasilia,DF
delivered,pinhais,PR
invoiced,avai,SP
delivered,ribeirao das neves,MG
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,lages,SC
delivered,bebedouro,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,belem,PA
delivered,jaguaribe,CE
delivered,sao joaquim de bicas,MG
delivered,rio de janeiro,RJ
delivered,sao pedro da aldeia,RJ
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,itapema,SC
delivered,rio de janeiro,RJ
delivered,sao jose dos campos,SP
delivered,porto alegre,RS
delivered,rio de janeiro,RJ
delivered,itatiba,SP
delivered,cosmopolis,SP
delivered,sao paulo,SP
delivered,paracatu,MG
delivered,campinas do sul,RS
delivered,aluminio,SP
delivered,araraquara,SP
delivered,espera feliz,MG
delivered,auriflama,SP
delivered,barueri,SP
delivered,sao paulo,SP
delivered,piracicaba,SP
delivered,jacarei,SP
delivered,santanesia,RJ
delivered,barra do tarrachil,BA
delivered,sao paulo,SP
delivered,franco da rocha,SP
delivered,brasilia,DF
delivered,porto alegre,RS
delivered,araxa,MG
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,marica,RJ
processing,sao paulo,SP
delivered,aguas de lindoia,SP
delivered,sao paulo,SP
delivered,aracoiaba,PE
delivered,rio de janeiro,RJ
delivered,caldas novas,GO
delivered,ipatinga,MG
delivered,franco da rocha,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao jose dos campos,SP
delivered,belo horizonte,MG
delivered,santo antonio do monte,MG
delivered,mogi das cruzes,SP
delivered,mogi mirim,SP
delivered,ponte serrada,SC
delivered,rio de janeiro,RJ
delivered,travessao,RJ
delivered,denise,MT
delivered,guarulhos,SP
delivered,sao paulo,SP
delivered,belo horizonte,MG
delivered,amparo,SP
delivered,varzea paulista,SP
delivered,jaragua do sul,SC
delivered,brasilia,DF
delivered,nova friburgo,RJ
delivered,sao paulo,SP
delivered,betim,MG
delivered,santos,SP
delivered,salvador,BA
delivered,brusque,SC
delivered,salvador,BA
delivered,curitiba,PR
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,uchoa,SP
delivered,sao paulo,SP
delivered,poa,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,ijui,RS
delivered,mage,RJ
delivered,juiz de fora,MG
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
invoiced,lebon regis,SC
delivered,sumare,SP
delivered,valinhos,SP
delivered,itu,SP
delivered,almenara,MG
delivered,brasilia,DF
delivered,rio de janeiro,RJ
delivered,capivari de baixo,SC
shipped,rio de janeiro,RJ
delivered,palmas,TO
delivered,vilhena,RO
delivered,itapema,SC
delivered,cachoeiro de itapemirim,ES
delivered,sao jose,SC
delivered,amapora,PR
delivered,jundiai,SP
delivered,sao joao da barra,RJ
delivered,nova lima,MG
delivered,belo horizonte,MG
delivered,curitiba,PR
delivered,rio de janeiro,RJ
delivered,novo hamburgo,RS
delivered,santana de parnaiba,SP
delivered,martinopolis,SP
delivered,xaxim,SC
delivered,porto alegre,RS
delivered,juazeiro do norte,CE
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao joao de meriti,RJ
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,osasco,SP
delivered,viamao,RS
delivered,vila velha,ES
delivered,itauna,MG
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,diadema,SP
delivered,sao bernardo do campo,SP
delivered,sao paulo,SP
delivered,paranavai,PR
delivered,joao neiva,ES
delivered,quatro barras,PR
delivered,nova iguacu,RJ
delivered,mage,RJ
delivered,jordania,MG
delivered,suzano,SP
delivered,rio de janeiro,RJ
delivered,humaita,AM
delivered,sao paulo,SP
delivered,duque de caxias,RJ
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,pereira barreto,SP
delivered,santana de parnaiba,SP
delivered,sao paulo,SP
delivered,agua boa,MT
delivered,porto alegre,RS
delivered,jundiai,SP
delivered,alhandra,PB
delivered,itu,SP
delivered,fortaleza,CE
delivered,valinhos,SP
delivered,montenegro,RS
delivered,limeira,SP
delivered,ituiutaba,MG
delivered,ipira,BA
delivered,sao paulo,SP
delivered,teresina,PI
delivered,rio grande,RS
delivered,bauru,SP
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,valenca,RJ
delivered,sao paulo,SP
processing,marilia,SP
delivered,fortaleza,CE
delivered,embu das artes,SP
delivered,ribeirao das neves,MG
delivered,pederneiras,SP
delivered,ijui,RS
delivered,queimados,RJ
delivered,cuiaba,MT
delivered,maringa,PR
delivered,sao paulo,SP
delivered,barreiras,BA
delivered,osasco,SP
delivered,cajamar,SP
delivered,campanario,MG
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,macae,RJ
delivered,divinopolis de goias,GO
delivered,piracicaba,SP
delivered,patos de minas,MG
delivered,dom eliseu,PA
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,santos,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,taubate,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,campinas,SP
delivered,capao bonito,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sapucaia do sul,RS
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,jatai,GO
delivered,itacare,BA
delivered,campos dos goytacazes,RJ
delivered,rio de janeiro,RJ
delivered,belo horizonte,MG
delivered,piratuba,SC
delivered,maua,SP
delivered,nova lima,MG
delivered,joinville,SC
delivered,guaxupe,MG
delivered,sao carlos,SP
delivered,brasilia,DF
delivered,vitoria,ES
delivered,quixada,CE
delivered,iretama,PR
delivered,redencao,PA
delivered,recife,PE
delivered,salvador,BA
delivered,carapicuiba,SP
delivered,belo horizonte,MG
delivered,barra bonita,SP
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,santos,SP
delivered,cubatao,SP
delivered,carapicuiba,SP
delivered,rio grande,RS
delivered,taquara,RS
delivered,piracicaba,SP
delivered,jaragua do sul,SC
processing,santa cecilia,SC
delivered,sao paulo,SP
delivered,santos,SP
delivered,bento goncalves,RS
delivered,passo fundo,RS
delivered,patos de minas,MG
delivered,belo horizonte,MG
delivered,bauru,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,catanduva,SP
delivered,pato branco,PR
delivered,cacador,SC
delivered,rio de janeiro,RJ
delivered,joao pessoa,PB
delivered,sao paulo,SP
delivered,pontal,SP
delivered,rio de janeiro,RJ
delivered,belford roxo,RJ
delivered,sao jose dos campos,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,florianopolis,SC
delivered,osasco,SP
delivered,porto alegre,RS
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,astorga,PR
delivered,paulistana,PI
delivered,campinas,SP
delivered,rio de janeiro,RJ
delivered,manaus,AM
delivered,uberlandia,MG
delivered,florianopolis,SC
delivered,resende,RJ
delivered,rio das ostras,RJ
delivered,brodowski,SP
delivered,icarai de minas,MG
delivered,campinas,SP
delivered,sorocaba,SP
delivered,bastos,SP
delivered,belo horizonte,MG
delivered,cambara,PR
delivered,cotia,SP
delivered,ipatinga,MG
delivered,porto alegre,RS
delivered,brasilia,DF
delivered,santo anastacio,SP
delivered,fraiburgo,SC
delivered,santa barbara d'oeste,SP
delivered,rio de janeiro,RJ
delivered,duque de caxias,RJ
delivered,rio de janeiro,RJ
delivered,charqueadas,RS
delivered,sao jose dos campos,SP
delivered,caraguatatuba,SP
delivered,sao paulo,SP
delivered,belo horizonte,MG
delivered,santo estevao,BA
delivered,natal,RN
delivered,pocos de caldas,MG
delivered,salvador,BA
delivered,arrozal,RJ
delivered,sao paulo,SP
delivered,porecatu,PR
delivered,itaquaquecetuba,SP
delivered,treze tilias,SC
delivered,cascavel,PR
delivered,santo andre,SP
delivered,lavras,MG
delivered,campinas,SP
delivered,joinville,SC
delivered,juiz de fora,MG
delivered,nova friburgo,RJ
delivered,sao paulo,SP
delivered,carapicuiba,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,itamaraju,BA
delivered,contagem,MG
delivered,rio paranaiba,MG
delivered,sao caetano do sul,SP
canceled,piao,RJ
delivered,rio de janeiro,RJ
delivered,sao gotardo,MG
delivered,alegre,ES
delivered,ananindeua,PA
delivered,sorocaba,SP
delivered,italva,RJ
delivered,sao paulo,SP
delivered,rio das flores,RJ
delivered,linhares,ES
delivered,sao joaquim da barra,SP
delivered,mogi das cruzes,SP
delivered,barueri,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,curitiba,PR
delivered,rio de janeiro,RJ
delivered,cariacica,ES
delivered,cotia,SP
delivered,sorocaba,SP
delivered,itapevi,SP
delivered,passo fundo,RS
delivered,piracicaba,SP
delivered,braganca paulista,SP
delivered,estancia velha,RS
delivered,sao paulo,SP
delivered,porto alegre,RS
delivered,estancia velha,RS
delivered,santa juliana,MG
delivered,petropolis,RJ
delivered,humaita,AM
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,parnaiba,PI
delivered,niteroi,RJ
delivered,bueno brandao,MG
delivered,vitoria,ES
delivered,rio de janeiro,RJ
delivered,sao jose do rio preto,SP
delivered,pindamonhangaba,SP
delivered,ribeirao preto,SP
delivered,pato branco,PR
delivered,sao paulo,SP
shipped,sao goncalo,RJ
delivered,santo amaro de campos,RJ
delivered,sao goncalo,RJ
delivered,porto alegre,RS
delivered,vitoria,ES
delivered,poa,SP
delivered,araras,SP
delivered,aracaju,SE
delivered,piuma,ES
delivered,santos,SP
delivered,sao paulo,SP
delivered,campo belo,MG
delivered,sao paulo,SP
delivered,contagem,MG
delivered,sao paulo,SP
delivered,curitiba,PR
delivered,rio de janeiro,RJ
delivered,itapeva,SP
delivered,sao paulo,SP
shipped,sao paulo,SP
delivered,santos,SP
delivered,rio de janeiro,RJ
delivered,curitiba,PR
delivered,osasco,SP
delivered,itapetininga,SP
delivered,rio de janeiro,RJ
delivered,sao carlos,SP
delivered,cascavel,PR
delivered,belo horizonte,MG
delivered,sumare,SP
delivered,saquarema,RJ
delivered,estrela,RS
delivered,araguari,MG
delivered,carmo,RJ
delivered,assis,SP
delivered,paulinia,SP
delivered,santa maria,RS
delivered,rio de janeiro,RJ
delivered,sao luis,MA
